"vereda_id","mun_id","anio","post","puntaje","puntaje_c","tratada","luminosidad","vel_descarga","vel_subida","latencia_ms","personas_conectadas","n_establecimientos","gasto_sustitutos","poblacion","hogares","ipm","dist_cabecera_km"
128,3,2026,1,36.474,-25.887,0,3.53,16.7,6,67.9,202,7,47700,407,124,0.375,18.4
129,3,2024,0,67.088,4.727,1,3.621,8,5.1,74.3,110,2,72000,284,70,0.581,28.1
129,3,2026,1,67.088,4.727,1,2.82,23.8,8.2,42.8,113,6,47500,284,70,0.581,28.1
130,3,2024,0,38.896,-23.465,0,2.983,13.9,2.9,63.7,180,8,55500,475,143,0.453,15.7
130,3,2026,1,38.896,-23.465,0,2.88,13.6,3.8,64,175,4,53100,475,143,0.453,15.7
131,3,2024,0,77.721,15.36,1,2.44,5,1.8,94.2,209,8,67600,652,191,0.607,27.8
131,3,2026,1,77.721,15.36,1,2.463,15.8,6,78.6,251,6,54200,652,191,0.607,27.8
132,3,2024,0,68.31,5.949,1,0.931,16.2,4.7,85,120,5,62400,644,175,0.711,26.5
132,3,2026,1,68.31,5.949,1,2.254,20.9,8.7,50.9,166,9,49800,644,175,0.711,26.5
133,3,2024,0,75.051,12.69,1,1.038,0.5,0.9,87.9,22,2,76100,201,55,0.696,30
133,3,2026,1,75.051,12.69,1,1.386,16.2,6.9,70.5,43,2,55800,201,55,0.696,30
134,3,2024,0,43.095,-19.266,0,3.234,14.2,6.1,72.9,69,5,63100,211,59,0.443,19.8
134,3,2026,1,43.095,-19.266,0,3.933,12,6.8,71.8,83,3,53000,211,59,0.443,19.8
135,3,2024,0,59.986,-2.375,0,3.538,10.7,4.3,93.1,113,6,63900,446,126,0.544,28.5
135,3,2026,1,59.986,-2.375,0,3.602,16,5.2,76.2,87,4,69900,446,126,0.544,28.5
136,3,2024,0,73.997,11.636,1,1.798,6.3,2.8,80,79,8,67900,663,208,0.604,25.7
136,3,2026,1,73.997,11.636,1,2.94,16.8,6,58.7,185,6,53900,663,208,0.604,25.7
137,3,2024,0,47.543,-14.818,0,2.036,12.4,4.6,64.2,188,14,72300,718,211,0.525,18.6
137,3,2026,1,47.543,-14.818,0,2.459,14.1,5.3,61.5,254,12,67400,718,211,0.525,18.6
138,3,2024,0,61.39,-0.971,0,2.178,11.9,2.7,72,45,5,74000,231,66,0.513,25.7
138,3,2026,1,61.39,-0.971,0,2.63,13.3,4.8,75.1,73,1,66100,231,66,0.513,25.7
139,3,2024,0,63.338,0.977,1,1.628,9.7,4.2,89.8,282,11,69900,839,227,0.619,23.1
139,3,2026,1,63.338,0.977,1,2.464,22.5,6.5,77.5,503,8,48700,839,227,0.619,23.1
140,3,2024,0,40.346,-22.015,0,3.899,13.2,6.7,49.3,255,17,52600,1245,314,0.4,19.7
140,3,2026,1,40.346,-22.015,0,2.49,14.6,6.1,49.5,276,27,44400,1245,314,0.4,19.7
141,3,2024,0,48.801,-13.56,0,4.623,12.8,6.6,63.5,101,4,56700,442,141,0.444,15.9
141,3,2026,1,48.801,-13.56,0,4.99,13.4,5.9,71,113,14,53000,442,141,0.444,15.9
142,3,2024,0,95,32.639,1,0.538,0.5,0.2,112.9,41,1,95600,467,143,0.764,30.7
142,3,2026,1,95,32.639,1,0.672,8.1,3.2,100.3,61,0,77400,467,143,0.764,30.7
143,3,2024,0,63.332,0.971,1,1.018,10.5,5.6,89.2,92,8,78500,316,102,0.562,24.3
143,3,2026,1,63.332,0.971,1,2.168,21.4,9.3,57.4,125,5,59700,316,102,0.562,24.3
144,3,2024,0,80.362,18.001,1,1.579,5.8,1.7,104.5,30,1,82200,218,62,0.682,29.7
144,3,2026,1,80.362,18.001,1,2.189,13.4,3.9,96.8,58,3,64900,218,62,0.682,29.7
145,3,2024,0,54.852,-7.509,0,2.152,11.4,3.4,73.1,219,7,67600,724,201,0.496,19.5
145,3,2026,1,54.852,-7.509,0,2.885,15,5,59,283,13,65900,724,201,0.496,19.5
146,3,2024,0,50.17,-12.191,0,3.293,14.9,5,79.8,55,4,66400,219,69,0.563,20.8
146,3,2026,1,50.17,-12.191,0,3.802,17.2,7.3,68.8,73,3,68100,219,69,0.563,20.8
147,3,2024,0,19.963,-42.398,0,2.155,19.4,3.8,61.7,194,9,39800,635,173,0.29,10
147,3,2026,1,19.963,-42.398,0,1.081,19.5,4.7,46.5,282,14,35800,635,173,0.29,10
148,3,2024,0,71.559,9.198,1,1.713,15.1,3.9,89.6,80,4,79200,504,132,0.572,28.1
148,3,2026,1,71.559,9.198,1,2.176,23.1,8,79.1,144,6,59800,504,132,0.572,28.1
149,3,2024,0,51.184,-11.177,0,3.887,13.1,4.7,72.3,38,1,57900,121,35,0.487,18.4
149,3,2026,1,51.184,-11.177,0,3.733,15.2,5.7,66.9,41,0,55600,121,35,0.487,18.4
150,3,2024,0,58.263,-4.098,0,4.181,16.2,4.7,69.4,98,5,60800,471,143,0.526,21.3
150,3,2026,1,58.263,-4.098,0,3.537,15.3,4.8,61.7,108,7,58900,471,143,0.526,21.3
151,3,2024,0,68.343,5.982,1,2.171,9.1,3.2,94.3,80,1,73100,375,118,0.521,25.8
151,3,2026,1,68.343,5.982,1,4.51,19.9,7.3,79.1,119,4,58000,375,118,0.521,25.8
152,3,2024,0,67.662,5.301,1,2.454,8.3,2.6,83.5,54,4,78600,316,83,0.592,23.8
152,3,2026,1,67.662,5.301,1,3.509,18.2,8,68.1,86,8,69900,316,83,0.592,23.8
153,3,2024,0,38.805,-23.556,0,3.42,18.2,3.9,51.8,342,11,42700,662,183,0.503,18.4
153,3,2026,1,38.805,-23.556,0,3.292,18.7,4.3,51,315,6,51200,662,183,0.503,18.4
154,3,2024,0,52.611,-9.75,0,1.699,15.7,3.8,72.9,238,9,51800,740,201,0.418,18.8
154,3,2026,1,52.611,-9.75,0,3.079,17.6,4.7,76.2,204,12,58100,740,201,0.418,18.8
155,3,2024,0,25.487,-36.874,0,1.84,15.3,5.2,62.7,150,10,54500,418,112,0.393,17.2
155,3,2026,1,25.487,-36.874,0,1.521,18.1,7.5,60,165,7,62800,418,112,0.393,17.2
156,3,2024,0,27.349,-35.012,0,1.925,19.9,3.9,63.6,210,9,55600,595,162,0.285,19.3
156,3,2026,1,27.349,-35.012,0,2.619,18.9,6.2,49.2,155,8,40800,595,162,0.285,19.3
157,3,2024,0,65.241,2.88,1,1.257,14.2,3.4,87.3,48,1,65900,186,52,0.568,20.7
157,3,2026,1,65.241,2.88,1,2.165,19,7.9,76,61,3,56700,186,52,0.568,20.7
158,3,2024,0,44.958,-17.403,0,3.722,15.5,3.3,78.4,93,6,57400,208,58,0.505,29
158,3,2026,1,44.958,-17.403,0,3.662,17.6,4.7,67.1,86,3,46700,208,58,0.505,29
159,3,2024,0,45.766,-16.595,0,3.424,15.6,7,63.6,103,9,56900,402,112,0.555,21.1
159,3,2026,1,45.766,-16.595,0,3.219,13.2,6.1,67.7,181,7,47500,402,112,0.555,21.1
160,3,2024,0,40.35,-22.011,0,4.501,11.9,5.7,51.1,98,3,68600,301,79,0.442,22
160,3,2026,1,40.35,-22.011,0,2.563,13.5,7.5,47.2,118,1,60600,301,79,0.442,22
161,3,2024,0,34.301,-28.06,0,2.417,14.6,6.3,73.3,269,11,63500,618,182,0.42,17.2
161,3,2026,1,34.301,-28.06,0,3.703,17.2,5.6,80,287,15,43600,618,182,0.42,17.2
162,3,2024,0,63.915,1.554,1,2.419,5.9,2.5,81,70,3,81800,442,136,0.499,27.1
162,3,2026,1,63.915,1.554,1,3.267,16.8,7.3,61.1,161,4,62500,442,136,0.499,27.1
163,3,2024,0,50.802,-11.559,0,1.774,16.4,5.9,84.5,52,5,60800,192,49,0.548,27.2
163,3,2026,1,50.802,-11.559,0,2.74,15.4,7.6,85.6,57,5,62200,192,49,0.548,27.2
164,3,2024,0,52.88,-9.481,0,1.822,12.2,3.6,67.6,86,4,58900,312,93,0.448,18.5
164,3,2026,1,52.88,-9.481,0,2.016,19.2,5.7,68,118,5,64400,312,93,0.448,18.5
165,3,2024,0,68.835,6.474,1,1.284,7.6,4.1,80.3,88,5,75400,438,113,0.638,25.7
165,3,2026,1,68.835,6.474,1,2.217,21.2,7.6,68.1,126,10,58800,438,113,0.638,25.7
166,3,2024,0,82.897,20.536,1,1.127,1.1,3.1,104,61,5,93800,531,150,0.737,31.7
166,3,2026,1,82.897,20.536,1,1.702,11.7,4.8,73.6,92,8,69400,531,150,0.737,31.7
167,3,2024,0,26.424,-35.937,0,2.22,17.5,3.8,69.2,154,5,53900,358,85,0.329,21.3
167,3,2026,1,26.424,-35.937,0,2.914,20.7,5.8,58.4,139,5,45700,358,85,0.329,21.3
168,3,2024,0,46.343,-16.018,0,2.804,15.8,5.7,63.5,231,9,73200,753,222,0.49,27.8
168,3,2026,1,46.343,-16.018,0,3.891,16,5.5,54.4,182,16,70300,753,222,0.49,27.8
169,3,2024,0,70.765,8.404,1,1.431,8.2,3,89.6,123,5,65300,654,183,0.562,32.7
169,3,2026,1,70.765,8.404,1,2.709,15.6,9,76.8,202,8,58900,654,183,0.562,32.7
170,3,2024,0,65.216,2.855,1,2.422,16,3,94.4,152,7,66200,624,177,0.527,23.2
170,3,2026,1,65.216,2.855,1,2.681,20.6,8.8,75.2,287,16,54100,624,177,0.527,23.2
171,3,2024,0,51.211,-11.15,0,2.953,9.8,4,65.3,152,9,60600,560,150,0.463,20.7
171,3,2026,1,51.211,-11.15,0,3.676,12.6,5.4,63.3,134,8,70100,560,150,0.463,20.7
172,4,2024,0,46.284,-16.578,0,1.911,11.8,5.5,76.9,104,2,31200,271,67,0.514,22.9
172,4,2026,1,46.284,-16.578,0,1.985,16.2,4.7,81,119,10,30500,271,67,0.514,22.9
173,4,2024,0,79.06,16.199,1,1.037,1.6,2.2,119.9,37,7,65900,238,68,0.607,24.4
173,4,2026,1,79.06,16.199,1,1.528,13.1,6.2,84.4,43,3,45400,238,68,0.607,24.4
174,4,2024,0,71.5,8.639,1,1.011,12.4,4.8,99,126,11,59400,849,238,0.584,37.8
174,4,2026,1,71.5,8.639,1,1.697,22.5,8.8,77.4,224,5,45600,849,238,0.584,37.8
175,4,2024,0,79.35,16.488,1,0.549,6,2.4,95.2,24,3,58700,252,63,0.614,26.7
175,4,2026,1,79.35,16.488,1,0.886,11.5,6.2,81.5,56,2,49000,252,63,0.614,26.7
176,4,2024,0,71.192,8.33,1,1.245,10.1,3.3,89.9,92,6,50500,532,154,0.648,28
176,4,2026,1,71.192,8.33,1,2.001,21,6.9,67.4,146,8,41000,532,154,0.648,28
177,4,2024,0,63.483,0.621,1,2.265,7.8,3.6,87.4,75,4,55500,293,89,0.53,30
177,4,2026,1,63.483,0.621,1,2.96,23.7,5.7,77,107,4,33600,293,89,0.53,30
178,4,2024,0,45.734,-17.127,0,2.872,12.1,4.9,59.5,129,9,47300,475,114,0.449,19.6
178,4,2026,1,45.734,-17.127,0,3.155,12.8,5.8,61.7,137,4,46600,475,114,0.449,19.6
179,4,2024,0,78.746,15.884,1,1.089,4.4,2.6,99,61,1,62600,324,86,0.657,35.8
179,4,2026,1,78.746,15.884,1,1.479,15.5,6.5,61.9,90,4,46700,324,86,0.657,35.8
180,4,2024,0,51.906,-10.956,0,1.484,10.9,3.8,73.2,207,7,41400,664,170,0.529,19.7
180,4,2026,1,51.906,-10.956,0,1.951,18.4,5.7,70.9,255,7,36700,664,170,0.529,19.7
181,4,2024,0,60.772,-2.09,0,1.813,8.1,6.4,62.5,173,8,44100,561,155,0.59,20.6
181,4,2026,1,60.772,-2.09,0,1.594,14.8,7.3,64.8,130,6,44800,561,155,0.59,20.6
182,4,2024,0,43.218,-19.643,0,2.088,12.5,4.7,61.4,92,7,37400,234,60,0.418,19.1
182,4,2026,1,43.218,-19.643,0,2.15,15.5,4.9,54.6,88,3,36100,234,60,0.418,19.1
183,4,2024,0,60.17,-2.691,0,1.542,15.6,5.8,76.2,183,6,46300,474,160,0.597,25.1
183,4,2026,1,60.17,-2.691,0,2.286,16.4,6.1,67.2,213,5,48800,474,160,0.597,25.1
184,4,2024,0,69.487,6.625,1,2.281,12.1,4.4,67.3,53,7,44800,425,120,0.591,26.1
184,4,2026,1,69.487,6.625,1,2.535,16.4,7.1,55.9,138,7,36700,425,120,0.591,26.1
185,4,2024,0,37.91,-24.952,0,2.668,15.4,7.3,79.2,237,8,47500,534,140,0.424,15.5
185,4,2026,1,37.91,-24.952,0,3.32,20.6,6.2,64.2,271,9,34400,534,140,0.424,15.5
186,4,2024,0,40.338,-22.523,0,2.329,13,5.6,58.8,131,9,42700,360,88,0.41,18.7
186,4,2026,1,40.338,-22.523,0,3.009,14.4,5.7,54.5,131,5,32400,360,88,0.41,18.7
187,4,2024,0,71.545,8.684,1,0.85,9.7,2.2,76.1,140,5,61000,587,158,0.67,25.5
187,4,2026,1,71.545,8.684,1,1.26,20.5,5.8,63.1,176,10,42900,587,158,0.67,25.5
188,4,2024,0,64.851,1.989,1,1.593,7.4,4.2,70.3,40,0,57300,141,43,0.606,29.2
188,4,2026,1,64.851,1.989,1,1.755,24.8,8,52.1,74,3,41300,141,43,0.606,29.2
189,4,2024,0,30.735,-32.126,0,1.461,18.9,5.4,58.8,258,16,30200,671,194,0.4,16.6
189,4,2026,1,30.735,-32.126,0,2.267,17.2,6.7,67.3,328,19,30100,671,194,0.4,16.6
190,4,2024,0,22.773,-40.088,0,2.022,21.5,5.9,49.7,260,13,36400,552,145,0.265,15.6
190,4,2026,1,22.773,-40.088,0,1.691,22.8,9.1,53.5,331,11,22900,552,145,0.265,15.6
191,4,2024,0,44.612,-18.249,0,3.387,15.1,4.4,69.4,271,14,37000,786,228,0.452,19.4
191,4,2026,1,44.612,-18.249,0,3.397,18.6,5.7,58.6,271,15,30700,786,228,0.452,19.4
192,4,2024,0,69.221,6.36,1,1.678,5.3,2.9,89.4,60,5,59400,257,68,0.651,25.5
192,4,2026,1,69.221,6.36,1,1.43,16.9,6.5,68.9,95,4,38900,257,68,0.651,25.5
193,4,2024,0,60.204,-2.657,0,1.396,6.1,4.7,68.5,152,14,48000,617,190,0.547,28.9
193,4,2026,1,60.204,-2.657,0,1.583,8.5,5.3,66.9,163,16,39300,617,190,0.547,28.9
194,4,2024,0,60.036,-2.825,0,2.084,11.1,4.7,78.2,225,5,45400,573,157,0.507,30
194,4,2026,1,60.036,-2.825,0,1.61,14.2,3.9,73.2,219,8,47300,573,157,0.507,30
195,4,2024,0,64.323,1.461,1,2.332,10.3,2.4,63.9,70,5,48500,364,103,0.505,27.1
195,4,2026,1,64.323,1.461,1,3.042,23.1,7.2,56.7,137,5,31700,364,103,0.505,27.1
196,4,2024,0,55.428,-7.434,0,2.393,9.1,3.9,77.4,136,9,63900,499,122,0.575,19.2
196,4,2026,1,55.428,-7.434,0,2.14,9.5,4.3,71.9,109,9,50200,499,122,0.575,19.2
197,4,2024,0,34.057,-28.804,0,2.075,18.6,4.5,79.8,195,8,25000,590,172,0.436,14.6
197,4,2026,1,34.057,-28.804,0,2.456,13.1,4.2,65.2,235,4,19000,590,172,0.436,14.6
198,4,2024,0,93.659,30.798,1,0.589,0.5,2.4,114.4,38,4,75400,331,102,0.794,31.4
198,4,2026,1,93.659,30.798,1,0.768,10.7,4,94.7,66,4,52600,331,102,0.794,31.4
199,4,2024,0,52.839,-10.023,0,1.312,14,2.3,68.1,252,6,30100,865,215,0.517,23.2
199,4,2026,1,52.839,-10.023,0,1.232,17.4,3.9,62.2,228,16,32400,865,215,0.517,23.2
200,4,2024,0,50.235,-12.626,0,2.471,11.7,3.1,67.6,144,4,41600,488,167,0.534,19.5
200,4,2026,1,50.235,-12.626,0,2.398,15.4,3.8,58.3,173,11,28000,488,167,0.534,19.5
201,4,2024,0,63.852,0.99,1,1.446,11.1,3.1,65.2,76,6,57100,273,74,0.512,22.3
201,4,2026,1,63.852,0.99,1,1.634,18.9,6.9,41.8,94,3,31000,273,74,0.512,22.3
202,4,2024,0,68.101,5.239,1,1.427,12.6,3.1,75,191,10,59100,929,273,0.545,21.8
202,4,2026,1,68.101,5.239,1,2.827,18.8,6.6,60.1,409,17,39900,929,273,0.545,21.8
203,4,2024,0,66.838,3.976,1,1.837,11,3.1,64.9,127,6,55400,486,132,0.503,23.3
203,4,2026,1,66.838,3.976,1,2.869,16.8,6.1,55.3,172,6,28200,486,132,0.503,23.3
204,4,2024,0,84.605,21.744,1,0.649,1.3,0.9,89.4,97,4,61900,467,116,0.663,30
204,4,2026,1,84.605,21.744,1,1.046,18.8,3.9,84.2,144,3,64700,467,116,0.663,30
205,4,2024,0,28.236,-34.626,0,1.991,16.7,7.5,60.2,119,6,20500,286,80,0.365,11.4
205,4,2026,1,28.236,-34.626,0,2.572,19.1,6.9,53.1,153,3,22300,286,80,0.365,11.4
206,4,2024,0,58.769,-4.093,0,1.082,13.7,3.3,84,97,3,39900,289,75,0.526,21
206,4,2026,1,58.769,-4.093,0,2.414,14.1,5,82.6,95,2,50800,289,75,0.526,21
207,4,2024,0,55.337,-7.524,0,1.315,12.9,5.7,71.5,37,1,49400,146,41,0.391,21.5
207,4,2026,1,55.337,-7.524,0,1.559,16.4,4.5,64.1,48,1,53100,146,41,0.391,21.5
208,4,2024,0,60.015,-2.846,0,2.568,13.3,5,95.5,121,1,32600,453,124,0.524,32
208,4,2026,1,60.015,-2.846,0,1.598,20,4.8,88.4,186,8,34700,453,124,0.524,32
209,4,2024,0,27.019,-35.842,0,1.99,11.4,4.8,61.5,335,17,26700,1087,349,0.374,14.9
209,4,2026,1,27.019,-35.842,0,2.219,20.6,5.1,53.7,496,23,35700,1087,349,0.374,14.9
210,4,2024,0,62.24,-0.621,0,1.459,14.6,5.4,86.5,130,8,43600,554,163,0.551,28.9
210,4,2026,1,62.24,-0.621,0,2.312,16.4,4.9,84.1,139,5,48400,554,163,0.551,28.9
211,4,2024,0,48.481,-14.38,0,1.827,15.5,3.2,67.4,253,11,44200,790,205,0.398,26.7
211,4,2026,1,48.481,-14.38,0,2.619,17.5,3.9,67.5,327,14,34000,790,205,0.398,26.7
212,4,2024,0,48.735,-14.126,0,1.856,10.3,6,65.7,169,6,37400,421,114,0.423,18.7
212,4,2026,1,48.735,-14.126,0,1.581,15.5,5.6,63.6,163,3,46300,421,114,0.423,18.7
213,4,2024,0,51.023,-11.838,0,1.878,12,3.7,92.1,71,5,42200,228,60,0.533,22.6
213,4,2026,1,51.023,-11.838,0,2.15,12.9,6.6,81.1,69,3,40000,228,60,0.533,22.6
214,4,2024,0,95,32.138,1,0.412,0.5,0.2,117,96,6,67800,722,207,0.73,29.9
214,4,2026,1,95,32.138,1,0.742,5,2.7,109.6,136,2,56000,722,207,0.73,29.9
215,4,2024,0,68.09,5.229,1,2.366,10.1,5.3,79.1,192,2,42400,647,189,0.663,26.2
215,4,2026,1,68.09,5.229,1,2.966,19.9,10.6,74.2,284,7,31500,647,189,0.663,26.2
216,4,2024,0,31.173,-31.689,0,1.522,14,5.6,49.2,91,4,40200,226,55,0.471,16.6
216,4,2026,1,31.173,-31.689,0,2.026,18.3,8,47.6,125,6,18600,226,55,0.471,16.6
217,4,2024,0,66.226,3.364,1,1.411,13.9,1,84,279,13,45700,822,222,0.613,31.9
217,4,2026,1,66.226,3.364,1,1.662,18.7,6.8,67,327,9,38200,822,222,0.613,31.9
218,4,2024,0,42.074,-20.788,0,1.789,15.1,4.9,58.6,100,4,40100,250,67,0.484,29.2
218,4,2026,1,42.074,-20.788,0,3.097,18.2,6.7,51.6,81,8,35200,250,67,0.484,29.2
219,4,2024,0,42.188,-20.673,0,1.691,12.3,5.3,72.1,90,5,43500,283,81,0.355,28.2
219,4,2026,1,42.188,-20.673,0,1.33,19,7.1,59.1,83,8,36800,283,81,0.355,28.2
220,4,2024,0,61.73,-1.132,0,2.001,11.4,3,67.6,143,12,55800,627,179,0.616,24.4
220,4,2026,1,61.73,-1.132,0,1.78,15.3,2.8,71.7,170,6,51600,627,179,0.616,24.4
221,4,2024,0,50.373,-12.489,0,2.648,15.4,5.2,64.9,90,4,44100,276,74,0.525,19.8
221,4,2026,1,50.373,-12.489,0,2.882,16,5.3,71,110,2,36700,276,74,0.525,19.8
222,4,2024,0,75.347,12.485,1,1.84,7.6,1.7,88.8,36,4,56900,280,79,0.662,27.8
222,4,2026,1,75.347,12.485,1,2.834,20.2,8.9,64.7,58,7,50600,280,79,0.662,27.8
223,4,2024,0,52.26,-10.602,0,1.415,9.2,4.6,72.8,133,2,42200,415,138,0.549,18.7
223,4,2026,1,52.26,-10.602,0,1.955,14.3,4.6,68.1,110,9,39700,415,138,0.549,18.7
224,5,2024,0,60.392,0.178,1,2.089,13,4.5,81.2,54,8,53800,514,144,0.451,35
224,5,2026,1,60.392,0.178,1,3.626,19.5,8.4,64.3,158,11,42200,514,144,0.451,35
225,5,2024,0,78.89,18.676,1,0.923,2.8,1.8,101.5,41,6,66700,278,73,0.671,27.1
225,5,2026,1,78.89,18.676,1,1.438,15.7,7.1,71.2,57,2,41300,278,73,0.671,27.1
226,5,2024,0,51.971,-8.243,0,3.718,15.9,3.7,74.9,42,6,51500,332,99,0.461,19.8
226,5,2026,1,51.971,-8.243,0,3.406,14.5,5.5,63.8,47,4,48700,332,99,0.461,19.8
227,5,2024,0,67.142,6.928,1,1.305,11.3,1.2,100.6,21,3,44800,292,83,0.697,24.2
227,5,2026,1,67.142,6.928,1,2.347,20,6.4,75.7,53,4,40800,292,83,0.697,24.2
228,5,2024,0,54.343,-5.871,0,2.65,14,3.6,71.4,44,2,59500,262,74,0.582,21
228,5,2026,1,54.343,-5.871,0,2.822,14.3,3.5,75.4,56,5,56200,262,74,0.582,21
229,5,2024,0,36.508,-23.706,0,4.119,13.6,6,80.4,79,1,37200,353,96,0.422,20.6
229,5,2026,1,36.508,-23.706,0,2.66,18.1,5.2,63.7,99,6,29100,353,96,0.422,20.6
230,5,2024,0,60.036,-0.178,0,2.231,9.1,0.2,75.3,153,5,41000,552,166,0.565,24
230,5,2026,1,60.036,-0.178,0,1.727,14.8,1.1,60.6,126,8,36300,552,166,0.565,24
231,5,2024,0,47.409,-12.805,0,2.762,11.2,5.4,75.1,97,9,42200,395,109,0.493,25.9
231,5,2026,1,47.409,-12.805,0,2.99,14.7,6.4,67.2,64,9,30500,395,109,0.493,25.9
232,5,2024,0,64.39,4.176,1,1.836,13.9,2,76.1,39,0,61900,220,61,0.57,24.7
232,5,2026,1,64.39,4.176,1,3.152,21.9,7.1,67,46,4,36000,220,61,0.57,24.7
233,5,2024,0,74.197,13.983,1,2.243,7.1,1.4,86.6,96,3,67000,566,164,0.656,26.1
233,5,2026,1,74.197,13.983,1,3.317,16.3,5,68.1,103,8,43500,566,164,0.656,26.1
234,5,2024,0,36.814,-23.4,0,1.83,13.3,5.3,62.4,134,16,32500,852,235,0.366,17.4
234,5,2026,1,36.814,-23.4,0,3.207,13.1,6.7,64.3,122,9,33500,852,235,0.366,17.4
235,5,2024,0,76.347,16.133,1,0.979,4.1,2.9,99.9,21,3,60400,361,96,0.649,30
235,5,2026,1,76.347,16.133,1,1.541,17.5,5.9,76.6,43,4,48500,361,96,0.649,30
236,5,2024,0,49.847,-10.367,0,2.228,11.4,2.4,81.8,75,5,40900,324,99,0.408,21.1
236,5,2026,1,49.847,-10.367,0,3.082,18.4,3.8,62.4,118,6,40000,324,99,0.408,21.1
237,5,2024,0,51.275,-8.939,0,1.324,14.8,4.6,85.4,97,6,53100,536,162,0.503,19.5
237,5,2026,1,51.275,-8.939,0,2.333,19.3,5.3,73.4,116,4,58800,536,162,0.503,19.5
238,5,2024,0,63.93,3.716,1,1.066,7.8,4.1,94.4,27,4,50200,357,102,0.56,25.6
238,5,2026,1,63.93,3.716,1,2.06,18.1,6,60.9,103,7,40600,357,102,0.56,25.6
239,5,2024,0,61.155,0.941,1,2.02,11.2,0.2,96.3,53,5,61500,446,114,0.554,28.2
239,5,2026,1,61.155,0.941,1,2.962,21.7,3.5,66.7,141,4,38700,446,114,0.554,28.2
240,5,2024,0,67.589,7.375,1,2.822,6.1,3.8,87.8,74,12,53800,867,259,0.546,22.7
240,5,2026,1,67.589,7.375,1,3.106,19.9,6.2,60.9,222,15,35400,867,259,0.546,22.7
241,5,2024,0,48.097,-12.117,0,2.495,11,3.6,77.9,235,13,38600,713,185,0.459,22.9
241,5,2026,1,48.097,-12.117,0,2.126,15.2,6.2,82.3,251,13,41100,713,185,0.459,22.9
242,5,2024,0,57.739,-2.475,0,3.027,13.3,3.9,75.7,90,6,48500,443,130,0.495,24.4
242,5,2026,1,57.739,-2.475,0,3.593,13.5,5.3,66.4,103,6,49800,443,130,0.495,24.4
243,5,2024,0,49.92,-10.294,0,3.36,7.6,5.1,73.2,45,3,45000,227,65,0.489,19.9
243,5,2026,1,49.92,-10.294,0,2.336,17.1,5.4,66.4,56,4,38300,227,65,0.489,19.9
244,5,2024,0,46.612,-13.602,0,1.731,13.4,5.5,89.3,108,15,46100,688,170,0.511,18.2
244,5,2026,1,46.612,-13.602,0,1.899,12.6,6.5,73.2,110,9,45700,688,170,0.511,18.2
245,5,2024,0,51.633,-8.581,0,1.693,10.2,3.6,93.1,63,6,36600,425,120,0.522,23.4
245,5,2026,1,51.633,-8.581,0,2.613,12.6,2.9,77.6,53,6,38600,425,120,0.522,23.4
246,5,2024,0,69.085,8.871,1,2.123,7.6,3.5,97.1,87,7,41000,626,169,0.595,25.5
246,5,2026,1,69.085,8.871,1,2.245,18.4,8,73.5,159,9,27000,626,169,0.595,25.5
247,5,2024,0,50.824,-9.39,0,3.925,15.5,5.1,77.4,142,14,45500,706,190,0.44,30.9
247,5,2026,1,50.824,-9.39,0,2.271,17.1,6.1,75.6,170,14,45700,706,190,0.44,30.9
248,5,2024,0,83.221,23.007,1,0.709,0.6,1.5,118.9,42,0,79300,493,146,0.682,36
248,5,2026,1,83.221,23.007,1,1.091,11,4.2,89.8,81,8,55600,493,146,0.682,36
249,5,2024,0,48.562,-11.652,0,2.298,9.9,4.8,82,88,5,52600,423,110,0.564,34.8
249,5,2026,1,48.562,-11.652,0,3.233,13.1,5.4,65.6,121,7,55500,423,110,0.564,34.8
250,5,2024,0,50.015,-10.199,0,2.978,10.2,6.5,72.2,91,12,46900,556,160,0.488,25.1
250,5,2026,1,50.015,-10.199,0,2.162,14.8,4.5,74.2,82,6,45300,556,160,0.488,25.1
251,5,2024,0,69.632,9.418,1,3.114,9.6,3.8,94.6,47,1,44600,337,88,0.624,29.5
251,5,2026,1,69.632,9.418,1,2.988,13.4,7.5,73.7,73,4,31700,337,88,0.624,29.5
252,5,2024,0,47.233,-12.981,0,2.958,8.2,5.3,87.7,224,18,50200,942,267,0.486,21.2
252,5,2026,1,47.233,-12.981,0,2.114,16.6,4.2,84.3,181,23,39300,942,267,0.486,21.2
253,5,2024,0,30.468,-29.746,0,2.516,11.7,3.9,63.6,230,11,35900,502,141,0.442,12.6
253,5,2026,1,30.468,-29.746,0,2.587,16.4,5,67.2,232,8,38600,502,141,0.442,12.6
254,5,2024,0,41.778,-18.436,0,3.369,13.1,4.5,81.7,119,5,41200,443,125,0.474,17
254,5,2026,1,41.778,-18.436,0,3.981,13.1,4.6,62.4,118,6,37700,443,125,0.474,17
255,5,2024,0,62.726,2.512,1,1.97,11.4,2.4,92.1,94,7,49900,479,126,0.623,24.1
255,5,2026,1,62.726,2.512,1,1.951,13.8,6.3,61.9,148,10,29300,479,126,0.623,24.1
256,5,2024,0,61.236,1.022,1,1.814,9.8,4.2,91.6,65,8,59600,415,120,0.443,25.1
256,5,2026,1,61.236,1.022,1,2.989,16.1,8.5,64.9,111,7,38600,415,120,0.443,25.1
257,5,2024,0,38.151,-22.063,0,2.586,15,6.1,70.5,129,3,30200,412,117,0.415,18.9
