"persona_id","anio","comuna","pos_x_km","pos_y_km","satisfaccion_vida","ice","formal","cotiza_ss","horas_sem","ingreso_lab","edad","mujer","educ_anios","estrato","s_comercio","s_manufactura","s_construccion","s_alojamiento","s_transporte","s_serv_domestico","s_salud_educ","s_finanzas_prof","g_comercio","g_manufactura","g_construccion","g_alojamiento","g_transporte","g_serv_domestico","g_salud_educ","g_finanzas_prof"
137,2022,1,4.041,8.16,8,52.8,0,0,58,2590000,39,1,7,2,0.3143,0.1249,0.0313,0.2324,0.0476,0.1178,0.0811,0.0506,4.5,3.2,6,9,5,1,3.5,4
138,2022,17,9.939,7.53,8,66.5,1,1,57,1130000,51,1,9,2,0.1799,0.0444,0.0314,0.2293,0.2792,0.0132,0.0434,0.1792,4.5,3.2,6,9,5,1,3.5,4
139,2022,3,7.076,6.391,10,67.2,1,0,48,2260000,62,0,11,4,0.2009,0.0318,0.0718,0.3635,0.0512,0.027,0.1396,0.1142,4.5,3.2,6,9,5,1,3.5,4
140,2022,19,7.167,12.583,6,51.5,1,1,41,1420000,57,0,6,1,0.4126,0.1743,0.0355,0.1707,0.0553,0.0607,0.0165,0.0744,4.5,3.2,6,9,5,1,3.5,4
141,2022,22,1.806,11.663,9,46.5,0,1,39,2000000,33,0,11,1,0.4853,0.3477,0.0171,0.0534,0.022,0.0201,0.0236,0.0308,4.5,3.2,6,9,5,1,3.5,4
142,2022,15,4.822,10.36,7,62,1,0,35,980000,38,0,6,3,0.2021,0.3291,0.0325,0.1261,0.0924,0.0852,0.0489,0.0837,4.5,3.2,6,9,5,1,3.5,4
143,2022,3,7.803,8.039,8,64.3,1,1,51,2650000,44,1,12,3,0.311,0.0222,0.0904,0.1755,0.1842,0.0482,0.087,0.0815,4.5,3.2,6,9,5,1,3.5,4
144,2022,13,4.607,10.759,7,53.9,0,1,41,940000,25,0,7,1,0.3207,0.3964,0.0139,0.0842,0.0439,0.0524,0.0523,0.0362,4.5,3.2,6,9,5,1,3.5,4
145,2022,22,0.2,13.849,9,53.1,0,1,42,1160000,33,1,5,1,0.0791,0.8097,0.0066,0.0085,0.0091,0.0372,0.0161,0.0337,4.5,3.2,6,9,5,1,3.5,4
146,2022,8,7.352,7.6,10,70.9,1,1,29,1680000,49,0,9,3,0.547,0.0191,0.0585,0.0561,0.14,0.0327,0.0967,0.0499,4.5,3.2,6,9,5,1,3.5,4
147,2022,5,2.871,13.64,7,44.7,0,1,41,690000,34,1,7,1,0.3564,0.4821,0.0056,0.0435,0.0151,0.068,0.0145,0.0148,4.5,3.2,6,9,5,1,3.5,4
148,2022,17,8.052,5.816,7,48.7,1,1,50,1250000,35,1,9,4,0.3163,0.0293,0.0827,0.0765,0.1437,0.0257,0.0928,0.233,4.5,3.2,6,9,5,1,3.5,4
149,2022,12,9.028,4.999,9,63.1,1,0,39,950000,39,1,5,2,0.2606,0.0165,0.361,0.0524,0.0662,0.0166,0.1318,0.0949,4.5,3.2,6,9,5,1,3.5,4
150,2022,14,6.785,10.814,7,55.2,0,0,44,1260000,62,1,7,2,0.2198,0.1674,0.0415,0.131,0.2034,0.1117,0.0443,0.0809,4.5,3.2,6,9,5,1,3.5,4
151,2022,16,3.692,13.367,8,76.9,1,1,38,2910000,38,0,14,1,0.0733,0.8207,0.0038,0.0111,0.0255,0.0279,0.0129,0.0248,4.5,3.2,6,9,5,1,3.5,4
152,2022,10,0.2,3.875,7,61.4,0,1,47,1240000,36,0,4,1,0.0777,0.0247,0.0871,0.0767,0.0159,0.4294,0.1689,0.1196,4.5,3.2,6,9,5,1,3.5,4
153,2022,5,7.77,13.251,5,39.6,0,0,43,620000,42,1,5,1,0.3374,0.3899,0.028,0.041,0.0805,0.0298,0.0377,0.0557,4.5,3.2,6,9,5,1,3.5,4
154,2022,22,0.2,14.8,9,63.5,1,1,44,820000,36,0,5,1,0.0689,0.7729,0.0026,0.0386,0.0162,0.0637,0.0145,0.0226,4.5,3.2,6,9,5,1,3.5,4
155,2022,22,1.426,13.1,7,51.2,0,1,49,790000,46,1,4,1,0.1209,0.7145,0.0143,0.0215,0.011,0.0554,0.0204,0.042,4.5,3.2,6,9,5,1,3.5,4
156,2022,16,4.979,13.115,9,70,1,1,43,1420000,52,1,5,1,0.2013,0.6006,0.0118,0.0241,0.0616,0.0375,0.0218,0.0413,4.5,3.2,6,9,5,1,3.5,4
157,2022,22,2.9,11.599,8,53.1,0,1,45,1040000,21,0,10,2,0.172,0.4349,0.0462,0.045,0.0371,0.1179,0.0628,0.0841,4.5,3.2,6,9,5,1,3.5,4
158,2022,16,4.97,13.898,8,51.2,0,1,41,1100000,45,0,8,1,0.1488,0.7309,0.0069,0.0211,0.0297,0.0274,0.0206,0.0146,4.5,3.2,6,9,5,1,3.5,4
159,2022,6,3.061,11.047,8,58.4,1,1,38,1190000,55,0,8,1,0.1724,0.3416,0.0289,0.1972,0.0367,0.1086,0.0675,0.0471,4.5,3.2,6,9,5,1,3.5,4
160,2022,19,7.086,14.268,9,71.3,0,1,40,1270000,48,0,7,1,0.0697,0.3821,0.0045,0.0505,0.3603,0.0132,0.0397,0.08,4.5,3.2,6,9,5,1,3.5,4
161,2022,20,1.24,9.243,8,58.8,1,0,42,990000,33,0,7,3,0.1962,0.1961,0.0179,0.115,0.0277,0.3098,0.0717,0.0656,4.5,3.2,6,9,5,1,3.5,4
162,2022,14,8.618,10.51,9,52.8,0,1,43,1360000,24,0,9,1,0.1857,0.0717,0.0669,0.0792,0.4469,0.029,0.081,0.0396,4.5,3.2,6,9,5,1,3.5,4
163,2022,6,3.876,13.639,7,52.3,0,1,59,1270000,28,0,10,2,0.1636,0.749,0.0066,0.0101,0.0068,0.0229,0.0332,0.0078,4.5,3.2,6,9,5,1,3.5,4
164,2022,5,8.03,13.263,7,51.4,0,0,38,700000,23,0,1,1,0.328,0.2642,0.0642,0.0669,0.1646,0.0108,0.0514,0.0499,4.5,3.2,6,9,5,1,3.5,4
165,2022,1,4.137,10.401,8,52.6,1,1,39,1420000,44,1,13,3,0.3822,0.1853,0.0118,0.1521,0.0414,0.1398,0.0416,0.0458,4.5,3.2,6,9,5,1,3.5,4
166,2022,8,9.309,5.617,9,73.2,1,1,45,1360000,34,1,7,3,0.1247,0.009,0.1911,0.1558,0.0547,0.0266,0.1253,0.3128,4.5,3.2,6,9,5,1,3.5,4
167,2022,9,3.909,8.842,9,74.7,1,1,49,2220000,34,1,10,3,0.3868,0.1735,0.0299,0.1214,0.0189,0.1217,0.0614,0.0864,4.5,3.2,6,9,5,1,3.5,4
168,2022,16,3.832,11.903,8,63.7,0,1,48,880000,56,1,4,1,0.1019,0.7737,0.0046,0.0475,0.0078,0.0183,0.0238,0.0224,4.5,3.2,6,9,5,1,3.5,4
169,2022,22,0.871,14.8,7,61.3,1,1,44,1420000,56,0,5,1,0.1926,0.482,0.0096,0.108,0.0483,0.1173,0.0175,0.0247,4.5,3.2,6,9,5,1,3.5,4
170,2022,10,0.396,4.438,8,56.9,0,1,39,850000,43,0,10,3,0.0888,0.0134,0.0256,0.1098,0.009,0.4092,0.1216,0.2226,4.5,3.2,6,9,5,1,3.5,4
171,2022,5,9.079,14.516,5,48.8,0,1,51,980000,39,1,6,1,0.4096,0.3829,0.0185,0.0508,0.075,0.0192,0.0224,0.0216,4.5,3.2,6,9,5,1,3.5,4
172,2022,22,1.857,12.136,6,52.7,1,1,46,1700000,28,0,5,1,0.2592,0.495,0.0056,0.1092,0.0316,0.0518,0.0354,0.0122,4.5,3.2,6,9,5,1,3.5,4
173,2022,3,9.317,9.498,8,62.9,1,1,43,1860000,31,0,5,1,0.4257,0.0249,0.0295,0.0769,0.2393,0.0611,0.0825,0.0601,4.5,3.2,6,9,5,1,3.5,4
174,2022,7,6.704,7.995,7,57.1,0,1,55,1070000,58,0,6,2,0.5145,0.0688,0.0236,0.0823,0.1299,0.022,0.1081,0.0508,4.5,3.2,6,9,5,1,3.5,4
175,2022,7,4.999,8.699,8,71.3,1,1,44,1660000,23,0,10,4,0.4505,0.0671,0.008,0.222,0.02,0.1417,0.0418,0.0489,4.5,3.2,6,9,5,1,3.5,4
176,2022,11,8.12,9.261,9,67.8,1,1,52,2030000,37,0,10,1,0.4734,0.0255,0.0276,0.0375,0.1828,0.0246,0.1532,0.0754,4.5,3.2,6,9,5,1,3.5,4
177,2022,16,2.775,11.492,8,69.5,1,1,40,3590000,47,1,13,3,0.2377,0.4506,0.0173,0.0566,0.0405,0.0337,0.1149,0.0487,4.5,3.2,6,9,5,1,3.5,4
178,2022,14,8.598,12.414,8,65.7,1,1,46,1980000,32,1,9,1,0.3658,0.147,0.0433,0.0457,0.0944,0.0779,0.1354,0.0905,4.5,3.2,6,9,5,1,3.5,4
179,2022,22,0.414,12.697,7,40.8,0,0,38,980000,56,1,3,1,0.2905,0.5223,0.0061,0.0118,0.0228,0.0677,0.0554,0.0234,4.5,3.2,6,9,5,1,3.5,4
180,2022,16,4.718,11.505,8,54.8,0,0,58,1610000,42,1,7,2,0.5952,0.1528,0.0138,0.0716,0.0535,0.075,0.0099,0.0282,4.5,3.2,6,9,5,1,3.5,4
181,2022,19,8.042,13.199,5,63.9,1,1,51,1020000,59,1,9,2,0.1169,0.3307,0.0614,0.1117,0.1541,0.0582,0.0868,0.0802,4.5,3.2,6,9,5,1,3.5,4
182,2022,19,9.573,10.579,4,69.2,1,1,46,2160000,62,0,8,2,0.4803,0.0475,0.0448,0.0173,0.2685,0.0315,0.063,0.0471,4.5,3.2,6,9,5,1,3.5,4
183,2022,13,5.812,10.175,6,57.9,0,0,48,1440000,39,1,3,2,0.5274,0.1017,0.0402,0.1126,0.0946,0.0339,0.0274,0.0622,4.5,3.2,6,9,5,1,3.5,4
184,2022,2,8.474,7.376,6,65.2,1,0,39,2020000,29,0,11,5,0.2892,0.0403,0.1029,0.1112,0.1157,0.0512,0.2158,0.0737,4.5,3.2,6,9,5,1,3.5,4
185,2022,9,6.682,10.563,8,65.3,1,1,46,1580000,49,1,14,3,0.4684,0.1038,0.0218,0.0646,0.1321,0.0628,0.0687,0.0778,4.5,3.2,6,9,5,1,3.5,4
186,2022,22,5.592,10.118,7,50.1,0,1,49,750000,18,1,4,2,0.5339,0.2145,0.0119,0.0682,0.0462,0.0656,0.0248,0.0349,4.5,3.2,6,9,5,1,3.5,4
187,2022,10,3.625,3.902,5,61.1,1,1,41,1310000,41,1,10,3,0.1772,0.0087,0.0997,0.2046,0.0272,0.1559,0.2126,0.1141,4.5,3.2,6,9,5,1,3.5,4
188,2022,2,8.393,10.324,9,62.7,0,1,34,2510000,36,0,13,1,0.4653,0.0963,0.0534,0.0996,0.0828,0.024,0.0822,0.0964,4.5,3.2,6,9,5,1,3.5,4
189,2022,14,6.859,10.108,8,72.4,1,1,47,1500000,39,0,9,3,0.4069,0.1735,0.0209,0.0906,0.1248,0.0399,0.0426,0.1008,4.5,3.2,6,9,5,1,3.5,4
190,2022,20,2.095,9.48,10,69.6,1,1,48,830000,34,0,8,3,0.2658,0.2687,0.0267,0.1176,0.0354,0.1251,0.0394,0.1213,4.5,3.2,6,9,5,1,3.5,4
191,2022,21,4.293,4.215,9,64.9,1,1,37,2010000,32,1,13,4,0.2299,0.0189,0.0773,0.1247,0.0466,0.1868,0.1525,0.1633,4.5,3.2,6,9,5,1,3.5,4
192,2022,15,5.625,8.533,8,55.1,0,1,47,1600000,39,1,8,4,0.3253,0.0498,0.0539,0.2176,0.1297,0.0554,0.0912,0.0771,4.5,3.2,6,9,5,1,3.5,4
193,2022,1,1.197,7.863,7,45.4,0,1,46,260000,30,0,8,2,0.2069,0.1174,0.05,0.0745,0.0282,0.2226,0.2136,0.0868,4.5,3.2,6,9,5,1,3.5,4
194,2022,14,10.123,13.112,8,42,0,0,50,1220000,38,1,7,1,0.3314,0.3538,0.0076,0.0296,0.0595,0.046,0.0652,0.1069,4.5,3.2,6,9,5,1,3.5,4
195,2022,17,9.371,6.04,6,51,1,0,41,1260000,43,1,4,1,0.196,0.0099,0.1496,0.0441,0.2239,0.064,0.2003,0.1122,4.5,3.2,6,9,5,1,3.5,4
196,2022,12,8.737,3.722,9,81.2,1,1,43,1400000,54,0,8,4,0.0823,0.0108,0.5036,0.0808,0.0435,0.0266,0.1897,0.0627,4.5,3.2,6,9,5,1,3.5,4
197,2022,16,7.179,12.887,7,64.1,1,1,49,1320000,43,1,8,1,0.4939,0.1693,0.0103,0.101,0.1311,0.046,0.0282,0.0202,4.5,3.2,6,9,5,1,3.5,4
198,2022,13,5.173,10.388,7,58.5,1,1,43,1710000,28,1,11,2,0.2996,0.1888,0.0294,0.239,0.0463,0.0617,0.0368,0.0984,4.5,3.2,6,9,5,1,3.5,4
199,2022,1,3.506,10.378,8,61,1,1,47,1780000,38,1,7,2,0.1296,0.3542,0.0214,0.0855,0.0929,0.1802,0.0798,0.0564,4.5,3.2,6,9,5,1,3.5,4
200,2022,5,5.394,13.55,7,45.4,1,0,46,1760000,44,1,4,1,0.0498,0.8014,0.0113,0.0568,0.0287,0.0218,0.0092,0.021,4.5,3.2,6,9,5,1,3.5,4
201,2022,19,7.52,10.043,8,60.1,1,1,43,990000,46,0,9,2,0.3855,0.1458,0.0419,0.0629,0.1866,0.0313,0.0612,0.0848,4.5,3.2,6,9,5,1,3.5,4
202,2022,6,0.878,10.515,8,51.2,1,1,44,2340000,18,0,8,2,0.3005,0.4017,0.0133,0.088,0.023,0.0895,0.0583,0.0257,4.5,3.2,6,9,5,1,3.5,4
203,2022,7,7.405,14.57,6,43.3,1,0,50,1020000,30,0,11,1,0.1857,0.3883,0.0117,0.0386,0.1649,0.0215,0.0392,0.1501,4.5,3.2,6,9,5,1,3.5,4
204,2022,5,7.241,13.454,8,47.7,1,1,44,530000,38,0,3,1,0.1389,0.6273,0.0137,0.0071,0.0791,0.0508,0.0438,0.0393,4.5,3.2,6,9,5,1,3.5,4
205,2022,3,8.693,9.92,9,81.6,1,1,38,1220000,46,1,10,2,0.4136,0.0501,0.0345,0.1088,0.2606,0.0347,0.0427,0.055,4.5,3.2,6,9,5,1,3.5,4
206,2022,16,1.441,12.172,7,37.1,0,0,41,910000,25,0,7,1,0.1199,0.467,0.0061,0.0571,0.0192,0.2455,0.0156,0.0696,4.5,3.2,6,9,5,1,3.5,4
207,2022,5,5.712,14.094,6,51.2,1,0,37,1180000,49,0,5,1,0.2781,0.5326,0.0105,0.0333,0.0551,0.0209,0.0276,0.0419,4.5,3.2,6,9,5,1,3.5,4
208,2022,16,4.802,12.412,6,33.7,0,1,48,1260000,18,0,5,1,0.1808,0.559,0.0158,0.0409,0.1037,0.0589,0.0129,0.028,4.5,3.2,6,9,5,1,3.5,4
209,2022,14,8.967,11.224,7,51.8,1,1,51,900000,41,0,8,1,0.3511,0.0895,0.0298,0.1006,0.2558,0.039,0.0233,0.1109,4.5,3.2,6,9,5,1,3.5,4
210,2022,7,2.656,9.239,7,41.2,0,0,48,840000,50,1,5,2,0.1501,0.2197,0.0274,0.1106,0.1194,0.1615,0.1316,0.0797,4.5,3.2,6,9,5,1,3.5,4
211,2022,14,8.686,10.57,9,63.1,1,1,47,1830000,37,1,8,1,0.5225,0.0741,0.0383,0.0518,0.1798,0.0582,0.0532,0.0221,4.5,3.2,6,9,5,1,3.5,4
212,2022,10,3.476,5.629,8,60,0,1,46,3380000,18,1,8,3,0.2978,0.0376,0.0314,0.1008,0.0097,0.3614,0.0501,0.1112,4.5,3.2,6,9,5,1,3.5,4
213,2022,3,8.5,11.615,6,51.7,0,1,44,720000,38,0,13,2,0.354,0.2175,0.0226,0.0508,0.1043,0.0206,0.1712,0.059,4.5,3.2,6,9,5,1,3.5,4
214,2022,18,0.396,10.808,6,56.7,0,0,48,1070000,25,1,7,1,0.5591,0.1377,0.0127,0.0922,0.0213,0.1062,0.0253,0.0455,4.5,3.2,6,9,5,1,3.5,4
215,2022,19,9.42,12.137,6,41.6,0,1,42,500000,37,0,2,1,0.4001,0.2375,0.0265,0.0296,0.1495,0.0286,0.0433,0.0849,4.5,3.2,6,9,5,1,3.5,4
216,2022,4,4.874,7.357,6,59.6,1,1,45,1270000,49,0,7,4,0.2922,0.0771,0.0552,0.0846,0.1028,0.1501,0.097,0.141,4.5,3.2,6,9,5,1,3.5,4
217,2022,16,6.756,11.146,7,61.1,1,0,41,1290000,20,1,6,2,0.2826,0.3674,0.011,0.1408,0.0655,0.033,0.0454,0.0543,4.5,3.2,6,9,5,1,3.5,4
218,2022,14,8.178,10.045,6,56.7,1,1,46,1200000,66,0,7,3,0.2661,0.0942,0.0191,0.1509,0.293,0.0453,0.0447,0.0867,4.5,3.2,6,9,5,1,3.5,4
219,2022,12,4.694,4.01,6,73.9,1,1,48,1740000,41,0,10,4,0.1305,0.0063,0.1237,0.2046,0.0202,0.0833,0.3332,0.0982,4.5,3.2,6,9,5,1,3.5,4
220,2022,5,5.328,13.501,8,74.4,1,1,36,2200000,50,1,10,2,0.0788,0.7728,0.0129,0.0286,0.0441,0.0288,0.0242,0.0098,4.5,3.2,6,9,5,1,3.5,4
221,2022,1,4.618,8.122,8,53.4,1,1,44,1460000,43,1,8,3,0.3937,0.1153,0.0217,0.0782,0.0411,0.1287,0.0624,0.1589,4.5,3.2,6,9,5,1,3.5,4
222,2022,20,3.271,6.192,10,59.9,1,1,39,1240000,46,0,7,3,0.286,0.0269,0.0255,0.1263,0.0313,0.3252,0.0793,0.0995,4.5,3.2,6,9,5,1,3.5,4
223,2022,17,5.906,6.718,8,49.8,0,0,51,620000,42,1,6,3,0.1558,0.0554,0.0844,0.3214,0.0501,0.0641,0.068,0.2008,4.5,3.2,6,9,5,1,3.5,4
224,2022,5,4.462,13.43,7,63.1,1,1,44,1410000,36,0,7,1,0.1558,0.5924,0.0103,0.0912,0.0237,0.0644,0.029,0.0332,4.5,3.2,6,9,5,1,3.5,4
225,2022,19,8.173,13.934,6,62.8,1,1,42,900000,40,1,9,1,0.2844,0.3842,0.0131,0.0625,0.1015,0.0393,0.0338,0.0812,4.5,3.2,6,9,5,1,3.5,4
226,2022,3,8.935,9.345,9,60.9,1,0,41,1260000,39,1,6,1,0.4895,0.0986,0.0543,0.1342,0.1159,0.0221,0.0338,0.0516,4.5,3.2,6,9,5,1,3.5,4
227,2022,20,1.173,10.687,9,63.1,1,1,50,850000,30,0,6,1,0.2277,0.464,0.0096,0.0537,0.0177,0.1045,0.0233,0.0995,4.5,3.2,6,9,5,1,3.5,4
228,2022,12,7.934,4.658,10,86.8,1,1,39,920000,45,1,9,3,0.2039,0.0212,0.2706,0.1642,0.0494,0.0547,0.1425,0.0935,4.5,3.2,6,9,5,1,3.5,4
229,2022,5,9.336,12.744,7,55.2,0,0,46,540000,59,0,6,1,0.2277,0.2319,0.0342,0.0618,0.1669,0.0588,0.1249,0.0938,4.5,3.2,6,9,5,1,3.5,4
230,2022,20,2.016,8.791,7,51.2,0,1,35,860000,60,0,10,4,0.1784,0.1297,0.0189,0.0709,0.0301,0.2605,0.1438,0.1677,4.5,3.2,6,9,5,1,3.5,4
231,2022,22,0.365,12.348,6,45.4,0,1,46,590000,49,0,3,1,0.1085,0.649,0.0076,0.0421,0.0206,0.1165,0.0174,0.0383,4.5,3.2,6,9,5,1,3.5,4
232,2022,17,8.168,7.14,9,53.7,1,1,50,2640000,21,0,12,4,0.3556,0.0351,0.0784,0.1813,0.1123,0.0442,0.1063,0.0868,4.5,3.2,6,9,5,1,3.5,4
233,2022,9,4.497,10.364,8,57.4,0,0,47,1290000,51,1,6,1,0.396,0.2952,0.0215,0.0397,0.0306,0.1318,0.0308,0.0544,4.5,3.2,6,9,5,1,3.5,4
234,2022,15,5.448,9.743,10,57.7,0,1,48,970000,36,1,4,1,0.2768,0.1949,0.0119,0.0588,0.0627,0.1021,0.1747,0.1181,4.5,3.2,6,9,5,1,3.5,4
235,2022,20,1.935,10.599,7,59.9,1,1,46,1310000,36,1,4,1,0.3245,0.2589,0.0208,0.0881,0.0618,0.0917,0.1326,0.0216,4.5,3.2,6,9,5,1,3.5,4
236,2022,6,4.117,10.357,9,51.9,0,0,41,1910000,23,1,8,1,0.2637,0.2848,0.0162,0.0632,0.1102,0.1164,0.071,0.0745,4.5,3.2,6,9,5,1,3.5,4
237,2022,17,9.097,5.524,8,59.3,0,0,38,980000,43,1,10,4,0.1277,0.015,0.3902,0.0844,0.1069,0.0192,0.075,0.1816,4.5,3.2,6,9,5,1,3.5,4
238,2022,18,0.2,10.564,9,55.9,0,1,45,530000,25,1,6,1,0.1755,0.252,0.0158,0.2388,0.019,0.1628,0.0508,0.0853,4.5,3.2,6,9,5,1,3.5,4
239,2022,2,8.204,11.142,8,67,1,1,59,1800000,52,1,8,2,0.424,0.1276,0.0188,0.1399,0.1413,0.0326,0.0664,0.0494,4.5,3.2,6,9,5,1,3.5,4
240,2022,16,3.249,11.24,7,57.2,0,1,44,600000,33,0,4,2,0.4469,0.2106,0.0053,0.0527,0.0915,0.1144,0.0482,0.0304,4.5,3.2,6,9,5,1,3.5,4
241,2022,5,4.135,11.414,8,63.1,1,1,45,1810000,30,0,9,3,0.2355,0.5053,0.0136,0.0762,0.0255,0.0525,0.05,0.0414,4.5,3.2,6,9,5,1,3.5,4
242,2022,6,4.25,12.721,7,55,0,1,49,630000,29,0,5,1,0.1545,0.7278,0.009,0.0229,0.0251,0.0368,0.0072,0.0167,4.5,3.2,6,9,5,1,3.5,4
243,2022,13,3.429,10.962,8,53,0,0,48,1000000,39,1,12,3,0.2884,0.246,0.041,0.0999,0.0518,0.0843,0.0573,0.1313,4.5,3.2,6,9,5,1,3.5,4
244,2022,3,8.062,10.355,8,68.9,1,0,39,990000,28,0,7,3,0.3039,0.0669,0.029,0.0704,0.3651,0.02,0.0367,0.108,4.5,3.2,6,9,5,1,3.5,4
245,2022,14,11.442,8.663,5,41.2,0,0,37,870000,47,1,7,1,0.2454,0.0501,0.2032,0.1773,0.1085,0.0207,0.0412,0.1536,4.5,3.2,6,9,5,1,3.5,4
246,2022,16,3.812,11.061,7,62.1,1,1,43,1860000,56,0,12,3,0.481,0.2229,0.0229,0.0613,0.0377,0.0354,0.0979,0.0409,4.5,3.2,6,9,5,1,3.5,4
247,2022,16,5.32,14.415,8,65.6,1,1,38,1450000,35,1,6,1,0.0733,0.7805,0.013,0.041,0.0275,0.0218,0.0097,0.0332,4.5,3.2,6,9,5,1,3.5,4
248,2022,17,8.815,6.818,9,51.2,1,0,49,910000,42,0,5,2,0.2673,0.0302,0.1898,0.0779,0.1225,0.0265,0.2002,0.0856,4.5,3.2,6,9,5,1,3.5,4
249,2022,9,5.748,10.903,8,62.3,1,1,52,2540000,30,0,9,2,0.2807,0.3069,0.0458,0.0584,0.104,0.0775,0.0638,0.0629,4.5,3.2,6,9,5,1,3.5,4
250,2022,11,7.268,11.06,8,62.9,1,1,40,760000,57,1,9,2,0.2858,0.1343,0.0349,0.0933,0.1211,0.1517,0.0799,0.099,4.5,3.2,6,9,5,1,3.5,4
251,2022,4,7.007,8.952,6,42.8,0,1,54,590000,18,0,9,4,0.3428,0.0644,0.079,0.1255,0.1375,0.0754,0.0498,0.1256,4.5,3.2,6,9,5,1,3.5,4
252,2022,21,4.859,4.417,7,49.2,1,1,42,1630000,38,0,7,4,0.1187,0.024,0.0702,0.0764,0.0392,0.2014,0.3149,0.1552,4.5,3.2,6,9,5,1,3.5,4
253,2022,19,9.859,13.85,9,64.8,1,1,49,2350000,27,0,6,1,0.5227,0.2085,0.02,0.0289,0.0947,0.0354,0.0434,0.0464,4.5,3.2,6,9,5,1,3.5,4
254,2022,13,7.379,7.138,7,68.4,1,1,50,2060000,37,0,11,4,0.5888,0.0258,0.0577,0.0294,0.1048,0.0443,0.0642,0.085,4.5,3.2,6,9,5,1,3.5,4
255,2022,22,0.2,12.559,7,44.8,0,0,39,630000,49,1,4,2,0.4072,0.3665,0.013,0.0401,0.0227,0.0611,0.0661,0.0233,4.5,3.2,6,9,5,1,3.5,4
256,2022,20,3.253,10.193,10,68.5,1,1,40,1010000,46,0,9,3,0.2162,0.1302,0.0515,0.0909,0.0693,0.2249,0.0726,0.1444,4.5,3.2,6,9,5,1,3.5,4
257,2022,18,1.325,12.353,7,32.4,0,0,42,930000,30,1,2,1,0.1944,0.4569,0.011,0.071,0.0223,0.1625,0.0347,0.0472,4.5,3.2,6,9,5,1,3.5,4
258,2022,5,6.928,13.583,6,53.4,0,0,43,1240000,27,1,12,2,0.1955,0.5125,0.0164,0.1371,0.0327,0.0515,0.0253,0.029,4.5,3.2,6,9,5,1,3.5,4
259,2022,22,3.908,11.594,6,42.6,0,0,59,730000,32,1,5,1,0.3626,0.4003,0.0227,0.0546,0.0229,0.0589,0.0263,0.0517,4.5,3.2,6,9,5,1,3.5,4
260,2022,6,1.601,13.603,5,29.1,0,0,41,280000,50,0,6,1,0.113,0.708,0.0041,0.0213,0.0362,0.0582,0.022,0.0372,4.5,3.2,6,9,5,1,3.5,4
261,2022,1,4.521,5.633,8,72.9,1,1,48,2340000,42,0,12,6,0.1768,0.014,0.0403,0.3361,0.015,0.1062,0.2353,0.0763,4.5,3.2,6,9,5,1,3.5,4
262,2022,5,8.987,10.002,6,63.8,1,1,43,1430000,59,1,10,2,0.3367,0.1224,0.0344,0.0583,0.2745,0.0142,0.1077,0.0518,4.5,3.2,6,9,5,1,3.5,4
263,2022,19,6.858,10.119,8,41.9,0,0,47,1240000,26,1,4,2,0.4107,0.0986,0.0172,0.0707,0.1049,0.0375,0.1635,0.0969,4.5,3.2,6,9,5,1,3.5,4
264,2022,16,4.728,9.552,9,69.9,1,1,52,1570000,28,0,11,1,0.249,0.2254,0.0154,0.1397,0.059,0.0994,0.0624,0.1497,4.5,3.2,6,9,5,1,3.5,4
265,2022,13,6.324,10.895,10,54.5,1,1,37,2200000,59,0,7,1,0.4864,0.1653,0.0215,0.0591,0.06,0.0497,0.0598,0.0982,4.5,3.2,6,9,5,1,3.5,4
266,2022,18,0.954,11.989,8,58.9,1,0,45,1700000,30,0,8,1,0.3634,0.3936,0.0065,0.0419,0.0395,0.1213,0.0158,0.018,4.5,3.2,6,9,5,1,3.5,4
267,2022,13,6.89,13.505,7,71.1,1,1,42,1440000,41,0,8,1,0.3683,0.3491,0.0137,0.1248,0.0366,0.0616,0.0057,0.0402,4.5,3.2,6,9,5,1,3.5,4
268,2022,5,4.346,10.595,6,48.2,1,1,45,2570000,27,0,10,2,0.3933,0.3134,0.0086,0.06,0.0537,0.1149,0.0427,0.0134,4.5,3.2,6,9,5,1,3.5,4
269,2022,17,8.948,7.622,7,46.1,0,1,46,410000,64,0,1,2,0.452,0.0512,0.09,0.0751,0.2232,0.0247,0.0496,0.0342,4.5,3.2,6,9,5,1,3.5,4
270,2022,19,7.95,14.8,7,46.6,0,0,44,1220000,33,0,11,1,0.1064,0.4113,0.0113,0.0968,0.153,0.0512,0.1167,0.0533,4.5,3.2,6,9,5,1,3.5,4
271,2022,21,6.614,4.557,10,80.3,1,1,47,2320000,39,1,13,4,0.1149,0.0128,0.0598,0.1208,0.0477,0.066,0.3461,0.2319,4.5,3.2,6,9,5,1,3.5,4
272,2022,13,6.535,8.331,7,57.6,1,1,38,550000,40,0,3,1,0.3835,0.0794,0.0224,0.2274,0.0786,0.0452,0.0969,0.0666,4.5,3.2,6,9,5,1,3.5,4
273,2022,7,6.76,9.864,6,61.5,0,1,43,1540000,21,0,10,1,0.2294,0.1601,0.0355,0.0513,0.1099,0.1393,0.0927,0.1818,4.5,3.2,6,9,5,1,3.5,4
274,2022,10,2.803,2.969,9,69.3,1,1,46,2270000,46,0,14,3,0.1885,0.0176,0.0925,0.0872,0.0245,0.1999,0.15,0.2398,4.5,3.2,6,9,5,1,3.5,4
